url,city,value,you_save,discount_pct,num_sold,limited_quantity,sold_out,tipped_at,tips_with,started_at,weekday_start,duration,featured,category,likes
http://www.groupon.com/chicago/deals/domino-s-pizza-national-chicago-il,Chicago,20,12,60,11088,0,0,2:02:00,200,4/20/2011,Wed,1,1,Restaurants,672
http://www.groupon.com/chicago/deals/martini-ranch,Chicago,30,15,50,671,0,0,6:51:00,50,4/20/2011,Wed,1,0,Nightlife,61
http://www.groupon.com/chicago/deals/wilderness-falls,Chicago,22,11,50,1831,0,0,2:50:00,25,4/20/2011,Wed,1,0,Arts and Entertainment,106
http://www.groupon.com/chicago/deals/family-dental-chicago,Chicago,595,420,71,174,1,0,6:35:00,20,4/20/2011,Wed,2,0,Health & Fitness,4
http://www.groupon.com/chicago/deals/pilates-at-quads,Chicago,210,111,53,144,1,0,6:06:00,25,4/20/2011,Wed,1,0,Health & Fitness,8
http://www.groupon.com/chicago/deals/chicago-blu-grill-and-bar,Chicago,25,13,52,714,0,0,6:17:00,25,4/20/2011,Wed,1,0,Restaurants,43
http://www.groupon.com/chicago/deals/sports-made-personal-1,Chicago,375,250,67,179,0,0,3:50:00,10,4/20/2011,Wed,2,0,Health & Fitness,11
http://www.groupon.com/chicago/deals/she-boutique,Chicago,150,75,50,73,0,0,5:51:00,10,4/20/2011,Wed,2,0,Shopping,26
http://www.groupon.com/chicago/deals/picaboo-chicago-il,Chicago,100,65,65,2175,1,1,5:36:00,25,4/21/2011,Thu,3,0,Professional Services,221
http://www.groupon.com/chicago/deals/strings-attached,Chicago,30,15,50,623,1,0,6:36:00,25,4/21/2011,Thu,1,0,Shopping,70
http://www.groupon.com/chicago/deals/lakeside-lanes,Chicago,11,6,55,768,1,0,6:36:00,35,4/21/2011,Thu,1,0,Arts and Entertainment,30
http://www.groupon.com/chicago/deals/mitchell-christopher-salon,Chicago,50,30,60,291,0,0,7:52:00,50,4/21/2011,Thu,2,0,Beauty & Spas,13
http://www.groupon.com/chicago/deals/crepe-crave,Chicago,10,5,50,1757,0,0,0:11:00,25,4/21/2011,Thu,1,0,Restaurants,92
http://www.groupon.com/chicago/deals/ice-dreams-chicago,Chicago,70,45,64,163,1,0,8:52:00,25,4/21/2011,Thu,3,0,Arts and Entertainment,457
http://www.groupon.com/chicago/deals/thai-village-restaurant-chicago,Chicago,20,10,50,1165,1,0,1:11:00,25,4/21/2011,Thu,1,0,Restaurants,51
http://www.groupon.com/chicago/deals/charles-ifergan-salon-and-day-spa,Chicago,90,45,50,1045,0,0,5:51:00,25,4/21/2011,Thu,2,1,Beauty & Spas,22
http://www.groupon.com/chicago/deals/mandiles-restaurant,Chicago,30,15,50,611,1,0,7:20:00,50,4/21/2011,Thu,1,0,Restaurants,62
http://www.groupon.com/chicago/deals/lynn-renee-photography,Chicago,650,550,85,300,1,1,6:52:00,25,4/21/2011,Thu,2,0,Shopping,25
http://www.groupon.com/chicago/deals/dogeared-jewels-gifts-chicago,Chicago,50,25,50,798,0,0,1:01:00,15,4/21/2011,Thu,1,0,Shopping,29
http://www.groupon.com/chicago/deals/the-cellar-door-1,Chicago,30,15,50,1224,1,0,7:11:00,50,4/21/2011,Thu,2,0,Food & Drink,75
http://www.groupon.com/chicago/deals/zelko-aesthetics-chicago,Chicago,2500,1501,60,56,0,0,1:17:00,5,4/21/2011,Thu,3,0,Beauty & Spas,36
http://www.groupon.com/chicago/deals/venice-italian-steakhouse,Chicago,50,25,50,1251,1,0,7:18:00,25,4/22/2011,Fri,3,0,Restaurants,139
http://www.groupon.com/chicago/deals/planet-beach-chicago,Chicago,351,312,89,1394,0,0,7:09:00,50,4/22/2011,Fri,3,0,Beauty & Spas,108
http://www.groupon.com/chicago/deals/essential-nail-spa-1,Chicago,90,51,57,1504,1,0,6:58:00,40,4/22/2011,Fri,3,1,Beauty & Spas,40
http://www.groupon.com/chicago/deals/ebert-studio,Chicago,315,266,84,616,0,0,8:19:00,30,4/22/2011,Fri,2,0,Professional Services,83
http://www.groupon.com/chicago/deals/the-experience-salon-and-spa,Chicago,145,76,52,338,0,0,8:38:00,25,4/22/2011,Fri,3,0,Beauty & Spas,15
http://www.groupon.com/chicago/deals/sunrise-dental-care,Chicago,340,271,80,71,0,0,10:49:00,10,4/22/2011,Fri,3,0,Health & Fitness,1
http://www.groupon.com/chicago/deals/teagschwendner,Chicago,20,10,50,1468,1,0,7:07:00,75,4/22/2011,Fri,2,0,Food & Drink,111
http://www.groupon.com/chicago/deals/durus-custom-shirts,Chicago,1415,765,54,260,1,0,8:28:00,15,4/22/2011,Fri,3,0,Shopping,18
http://www.groupon.com/chicago/deals/25-for-75-worth-of-3-in-stock-etc-books-call-866-359-2489-w-groupon-shipping-info-easter-promo-pls-forward-to-friends-at-enjoy-the-city,Chicago,75,50,67,33,0,0,NULL,0,4/21/2011,Thu,1,0,Shopping,NULL
http://www.groupon.com/chicago/deals/sportco-rehabilitation,Chicago,70,35,50,386,0,0,8:38:00,35,4/22/2011,Fri,3,0,Beauty & Spas,17
http://www.groupon.com/chicago/deals/off-broadway-pub,Chicago,20,10,50,855,0,0,7:19:00,25,4/22/2011,Fri,1,0,Nightlife,91
http://www.groupon.com/chicago/deals/beverly-arts-center,Chicago,30,15,50,265,1,0,7:57:00,10,4/22/2011,Fri,1,0,Arts and Entertainment,14
http://www.groupon.com/chicago/deals/milan-hookah-lounge,Chicago,40,20,50,121,0,0,10:38:00,25,4/22/2011,Fri,3,0,Arts and Entertainment,51
http://www.groupon.com/chicago/deals/rockzorz-salon-and-spa,Chicago,40,20,50,85,0,0,8:17:00,10,4/23/2011,Sat,3,0,Beauty & Spas,6
http://www.groupon.com/chicago/deals/frank-lloyd-wright-s-unity-temple-1,Chicago,18,9,50,968,0,0,8:57:00,200,4/23/2011,Sat,2,0,Arts and Entertainment,66
http://www.groupon.com/chicago/deals/xsport-fitness,Chicago,84,45,54,632,0,0,9:28:00,100,4/23/2011,Sat,3,0,Health & Fitness,33
http://www.groupon.com/chicago/deals/la-parisianne-du-chocolat,Chicago,400,201,50,17,1,0,11:17:00,15,4/23/2011,Sat,2,0,Arts and Entertainment,15
http://www.groupon.com/chicago/deals/frankies-deli,Chicago,10,5,50,1901,0,0,6:10:00,50,4/23/2011,Sat,2,0,Restaurants,43
http://www.groupon.com/chicago/deals/la-gondola-italian-restaurant-1,Chicago,20,10,50,3418,1,0,7:01:00,200,4/23/2011,Sat,2,1,Restaurants,64
http://www.groupon.com/chicago/deals/dupage-childrens-museum-1,Chicago,8,4,50,7489,1,0,1:41:00,75,4/23/2011,Sat,3,0,Arts and Entertainment,277
http://www.groupon.com/chicago/deals/waveland-bowl,Chicago,36,19,53,883,0,0,6:56:00,50,4/23/2011,Sat,2,0,Arts and Entertainment,89
http://www.groupon.com/chicago/deals/westchester-dental-center,Chicago,400,225,56,140,1,0,8:27:00,15,4/23/2011,Sat,3,0,Health & Fitness,6
http://www.groupon.com/chicago/deals/salon-360-chicago,Chicago,50,25,50,102,0,0,10:18:00,15,4/24/2011,Sun,3,0,Beauty & Spas,3
http://www.groupon.com/chicago/deals/lenas-skin-care,Chicago,60,30,50,164,1,0,8:18:00,20,4/24/2011,Sun,2,0,Beauty & Spas,7
http://www.groupon.com/chicago/deals/cross-fit-wilmette,Chicago,160,91,57,234,1,0,8:07:00,20,4/24/2011,Sun,2,0,Health & Fitness,45
http://www.groupon.com/chicago/deals/frank-govern-memorial-golf-course,Chicago,100,61,61,800,1,1,6:51:00,25,4/24/2011,Sun,1,1,Arts and Entertainment,62
http://www.groupon.com/chicago/deals/fonseca-martial-arts,Chicago,120,72,60,154,1,0,8:36:00,10,4/24/2011,Sun,2,0,Health & Fitness,43
http://www.groupon.com/chicago/deals/taste-of-himalayas,Chicago,30,15,50,372,1,0,7:47:00,25,4/24/2011,Sun,1,0,Restaurants,22
http://www.groupon.com/chicago/deals/jewelmint-chicago,Chicago,60,35,58,278,1,1,4:01:00,10,4/24/2011,Sun,2,0,Shopping,18
http://www.groupon.com/chicago/deals/motorcycle-riding-school,Chicago,300,150,50,306,1,1,8:17:00,20,4/24/2011,Sun,2,0,Arts and Entertainment,182
http://www.groupon.com/chicago/deals/maiz-antojitos-y-bebidas,Chicago,25,13,52,893,0,0,7:37:00,100,4/25/2011,Mon,1,0,Restaurants,44
http://www.groupon.com/chicago/deals/multi-stone-countertops,Chicago,525,275,52,15,0,0,19:34:00,5,4/25/2011,Mon,7,0,Home Services,13
http://www.groupon.com/chicago/deals/rosemont-theatre-chicago,Chicago,50,25,50,316,1,0,10:30:00,100,4/25/2011,Mon,1,0,Arts and Entertainment,59
http://www.groupon.com/chicago/deals/window-genie-chicago-1,Chicago,125,76,61,128,0,0,18:33:00,25,4/25/2011,Mon,7,0,Home Services,3
http://www.groupon.com/chicago/deals/the-barn-nursery-chicago,Chicago,30,15,50,1062,0,0,9:41:00,50,4/25/2011,Mon,7,0,Home Services,115
http://www.groupon.com/chicago/deals/my-halal-meat,Chicago,20,10,50,549,0,0,7:26:00,25,4/25/2011,Mon,1,0,Food & Drink,84
http://www.groupon.com/chicago/deals/air-fitness-chicago,Chicago,225,176,78,196,0,0,7:06:00,10,4/25/2011,Mon,1,0,Health & Fitness,2
http://www.groupon.com/chicago/deals/korcare-spa-and-wellness,Chicago,120,60,50,78,0,0,21:28:00,50,4/25/2011,Mon,2,0,Beauty & Spas,2
http://www.groupon.com/chicago/deals/somerset-sporthorse,Chicago,40,20,50,222,1,0,7:48:00,25,4/25/2011,Mon,1,0,Arts and Entertainment,36
http://www.groupon.com/chicago/deals/the-body-shop-1-chicago-il,Chicago,40,20,50,9870,0,0,0:27:00,50,4/25/2011,Mon,2,1,Shopping,328
http://www.groupon.com/chicago/deals/me-laser-and-beauty,Chicago,1350,1200,89,455,1,0,8:40:00,50,4/25/2011,Mon,2,0,Beauty & Spas,20
http://www.groupon.com/chicago/deals/ciao-bella-ristorante,Chicago,30,15,50,1337,1,0,7:06:00,50,4/25/2011,Mon,1,0,Restaurants,105
http://www.groupon.com/chicago/deals/tender-car-auto,Chicago,210,130,62,722,1,0,7:37:00,40,4/25/2011,Mon,3,0,Automotive,32
http://www.groupon.com/chicago/deals/american-greetings-chicago,Chicago,20,11,55,267,0,0,8:52:00,20,4/25/2011,Mon,3,0,Arts and Entertainment,11
http://www.groupon.com/chicago/deals/the-chicago-mosaic-school,Chicago,75,39,52,600,1,1,7:26:00,50,4/26/2011,Tue,2,0,Arts and Entertainment,74
http://www.groupon.com/chicago/deals/crossfit-chicago,Chicago,180,150,83,500,1,1,7:02:00,25,4/26/2011,Tue,2,0,Health & Fitness,513
http://www.groupon.com/chicago/deals/walkers-charhouse,Chicago,30,15,50,916,0,0,6:46:00,35,4/26/2011,Tue,1,0,Restaurants,38
